Open,High,Low,Close
53,58,50,56
56,61,54,59
59,59,57,58
58,62,57,61
61,63,58,60
60,65,57,63
63,63,61,62
62,65,60,65
65,68,64,68
68,71,67,71
71,71,67,70
70,71,67,69
69,74,66,72
72,74,70,71
71,72,70,70
70,70,66,69
69,73,67,72
72,77,70,75
75,77,73,74
74,76,73,73
73,76,72,76
76,80,74,79
79,83,76,82
82,83,79,81
81,85,79,84
84,87,81,87
87,90,85,90
90,93,87,93
93,93,89,92
92,95,90,95
95,98,93,98
98,98,94,97
97,98,94,96
96,101,93,99
99,100,97,98
98,100,97,97
97,99,96,96
96,97,93,95
95,100,92,98
98,101,97,101
101,106,99,104
104,104,100,103
103,106,102,106
106,109,104,109
109,112,107,112
