Open,High,Low,Close
14,19,12,17
17,22,15,20
20,25,18,23
23,26,20,26
26,29,24,29
29,32,26,32
32,33,29,31
31,35,29,34
34,39,33,37
37,41,34,40
40,42,38,39
39,41,37,38
38,43,36,41
41,46,39,44
44,46,41,43
43,46,42,46
46,47,43,45
45,48,43,48
48,49,47,47
47,49,45,46
46,47,45,45
45,49,43,48
48,52,45,51
51,54,49,54
54,54,51,53
53,53,51,52
52,55,50,55
55,55,52,54
54,56,52,53
53,58,52,56
56,58,55,55
55,55,52,54
54,56,52,53
53,53,51,52
52,57,51,55
55,59,52,58
58,63,57,61
61,61,59,60
60,61,57,59
59,63,56,62
62,64,59,61
61,62,59,60
60,65,58,63
63,68,62,66
66,70,63,69
