Open,High,Low,Close
81,83,80,80
80,84,78,83
83,86,81,86
86,91,84,89
89,90,87,88
88,90,87,87
87,89,85,86
86,86,83,85
85,85,82,84
84,87,81,87
87,90,86,90
90,93,88,93
93,93,90,92
92,92,89,91
91,95,88,94
94,98,91,97
97,97,95,96
96,97,94,95
95,97,92,94
94,97,93,97
97,97,95,96
96,96,92,95
95,98,93,98
98,102,96,101
101,102,100,100
100,101,97,99
99,103,98,102
102,105,101,105
105,108,104,108
108,111,106,111
111,113,109,110
110,115,108,113
113,113,111,112
112,117,109,115
115,119,113,118
118,120,117,117
117,118,116,116
116,116,113,115
115,118,112,118
118,118,116,117
117,118,114,116
116,117,115,115
115,118,114,118
118,119,117,117
117,120,114,120
