Open,High,Low,Close
57,60,55,60
60,62,57,59
59,59,57,58
58,61,57,61
61,66,58,64
64,64,62,63
63,66,62,66
66,69,63,69
69,69,66,68
68,70,67,67
67,67,63,66
66,70,63,69
69,71,67,68
68,71,67,71
71,71,69,70
70,75,67,73
73,77,70,76
76,76,73,75
75,76,72,74
74,77,73,77
77,77,73,76
76,77,74,75
75,80,74,78
78,78,76,77
77,79,74,76
76,78,75,75
75,80,73,78
78,81,77,81
81,82,80,80
80,81,79,79
79,83,78,82
82,86,80,85
85,89,83,88
88,88,84,87
87,90,85,90
90,92,89,89
89,94,86,92
92,96,89,95
95,100,93,98
98,98,96,97
97,99,96,96
96,100,95,99
99,104,97,102
102,105,100,105
105,109,103,108
