Open,High,Low,Close
42,43,39,41
41,44,40,44
44,47,41,47
47,48,44,46
46,51,45,49
49,52,46,52
52,56,50,55
55,59,52,58
58,58,54,57
57,57,53,56
56,57,55,55
55,56,53,54
54,58,51,57
57,60,55,60
60,61,59,59
59,63,56,62
62,63,60,61
61,66,58,64
64,68,62,67
67,68,65,66
66,66,64,65
65,70,63,68
68,69,66,67
67,70,65,70
70,73,69,73
73,74,70,72
72,77,70,75
75,75,73,74
74,74,72,73
73,77,72,76
76,76,72,75
75,80,73,78
78,83,75,81
81,83,79,80
80,82,79,79
79,83,77,82
82,87,80,85
85,90,82,88
88,88,85,87
87,92,85,90
90,95,89,93
93,96,92,96
96,97,95,95
95,99,93,98
98,103,95,101
