Open,High,Low,Close
32,35,30,35
35,40,32,38
38,43,37,41
41,42,38,40
40,44,39,43
43,47,40,46
46,50,43,49
49,51,48,48
48,50,46,47
47,49,45,46
46,51,45,49
49,54,47,52
52,55,49,55
55,60,54,58
58,60,56,57
57,59,55,56
56,56,52,55
55,59,54,58
58,58,54,57
57,58,56,56
56,59,55,59
59,64,56,62
62,66,60,65
65,66,63,64
64,65,62,63
63,66,61,66
66,66,64,65
65,70,63,68
68,71,67,71
71,73,68,70
70,73,68,73
73,77,71,76
76,76,74,75
75,75,73,74
74,79,71,77
77,82,74,80
80,80,78,79
79,83,77,82
82,82,79,81
81,84,78,84
84,88,83,87
87,91,85,90
90,95,88,93
93,94,91,92
92,93,89,91
