Open,High,Low,Close
10,15,9,13
13,15,12,12
12,16,9,15
15,18,14,18
18,21,17,21
21,26,20,24
24,29,23,27
27,28,26,26
26,29,23,29
29,32,26,32
32,33,30,31
31,31,27,30
30,33,27,33
33,34,30,32
32,34,31,31
31,32,30,30
30,35,28,33
33,33,30,32
32,33,31,31
31,33,30,30
30,31,29,29
29,30,27,28
28,32,25,31
31,35,30,34
34,34,32,33
33,33,29,32
32,33,30,31
31,34,29,34
34,35,33,33
33,34,30,32
32,35,29,35
35,36,33,34
34,34,30,33
33,34,30,32
32,36,29,35
35,35,32,34
34,37,32,37
37,37,35,36
36,39,33,39
39,43,38,42
42,42,38,41
41,46,40,44
44,49,43,47
47,48,46,46
46,47,44,45
