Open,High,Low,Close
15,20,12,18
18,23,15,21
21,24,18,24
24,25,23,23
23,25,22,22
22,27,19,25
25,29,23,28
28,31,27,31
31,36,29,34
34,39,32,37
37,37,33,36
36,37,33,35
35,40,34,38
38,40,36,37
37,40,36,40
40,41,38,39
39,43,36,42
42,44,40,41
41,42,38,40
40,45,38,43
43,43,41,42
42,44,41,41
41,43,38,40
40,44,37,43
43,47,41,46
46,49,45,49
49,49,46,48
48,48,44,47
47,50,44,50
50,50,48,49
49,53,46,52
52,52,48,51
51,51,49,50
50,51,49,49
49,51,46,48
48,51,47,51
51,52,50,50
50,52,48,49
49,51,46,48
48,51,47,51
51,56,49,54
54,54,50,53
53,58,51,56
56,56,54,55
55,57,53,54
