Open,High,Low,Close
2,2,0,1
1,6,-2,4
4,6,1,3
3,7,0,6
6,9,3,9
9,9,5,8
8,10,5,7
7,11,4,10
10,12,8,9
9,11,7,8
8,13,7,11
11,15,8,14
14,15,13,13
13,15,10,12
12,17,9,15
15,18,12,18
18,18,15,17
17,22,15,20
20,23,19,23
23,25,21,22
22,27,20,25
25,28,22,28
28,29,26,27
27,30,26,30
30,32,29,29
29,32,26,32
32,33,29,31
31,32,29,30
30,30,26,29
29,33,27,32
32,35,31,35
35,37,32,34
34,39,32,37
37,40,34,40
40,41,38,39
39,43,37,42
42,47,39,45
45,49,43,48
48,52,46,51
51,56,48,54
54,56,51,53
53,55,52,52
52,55,49,55
55,57,53,54
54,55,51,53
