Open,High,Low,Close
23,28,20,26
26,30,24,29
29,31,28,28
28,33,26,31
31,33,30,30
30,35,28,33
33,34,30,32
32,33,31,31
31,34,30,34
34,35,33,33
33,38,31,36
36,41,35,39
39,44,37,42
42,47,41,45
45,47,44,44
44,45,41,43
43,48,40,46
46,49,44,49
49,53,48,52
52,55,50,55
55,56,54,54
54,59,51,57
57,60,54,60
60,61,58,59
59,63,58,62
62,66,60,65
65,65,62,64
64,65,61,63
63,63,60,62
62,62,60,61
61,65,59,64
64,68,63,67
67,68,65,66
66,67,63,65
65,69,63,68
68,71,65,71
71,71,67,70
70,73,68,73
73,73,70,72
72,75,69,75
75,77,72,74
74,79,72,77
77,79,74,76
76,81,74,79
79,84,76,82
