Open,High,Low,Close
83,85,81,82
82,84,80,81
81,81,78,80
80,80,76,79
79,79,75,78
78,80,77,77
77,80,74,80
80,82,78,79
79,84,76,82
82,83,79,81
81,82,79,80
80,84,78,83
83,85,81,82
82,86,80,85
85,90,84,88
88,89,85,87
87,87,84,86
86,90,83,89
89,93,88,92
92,95,89,95
95,100,92,98
98,102,97,101
101,103,100,100
100,105,97,103
103,107,100,106
106,109,105,109
109,110,107,108
108,111,107,111
111,112,108,110
110,111,108,109
109,113,107,112
112,116,110,115
115,118,114,118
118,121,117,121
121,124,118,124
124,124,120,123
123,125,121,122
122,124,121,121
121,123,119,120
120,123,119,123
123,123,119,122
122,126,119,125
125,128,124,128
128,133,125,131
131,133,128,130
