Open,High,Low,Close
71,72,68,70
70,74,67,73
73,73,69,72
72,77,70,75
75,77,72,74
74,74,72,73
73,75,71,72
72,75,70,75
75,79,74,78
78,81,77,81
81,81,77,80
80,82,77,79
79,80,76,78
78,79,77,77
77,80,74,80
80,85,78,83
83,83,79,82
82,85,81,85
85,86,84,84
84,87,83,87
87,88,84,86
86,88,83,85
85,85,83,84
84,87,83,87
87,87,85,86
86,89,84,89
89,92,88,92
92,96,91,95
95,100,94,98
98,98,96,97
97,101,96,100
100,100,97,99
99,103,97,102
102,105,99,105
105,108,103,108
108,112,105,111
111,115,110,114
114,114,111,113
113,114,112,112
112,112,108,111
111,115,108,114
114,117,113,117
117,118,116,116
116,117,114,115
115,119,112,118
