Open,High,Low,Close
39,40,37,38
38,39,37,37
37,41,36,40
40,41,39,39
39,39,37,38
38,38,35,37
37,38,34,36
36,37,33,35
35,40,34,38
38,40,36,37
37,40,36,40
40,44,37,43
43,45,42,42
42,43,39,41
41,41,38,40
40,44,38,43
43,47,40,46
46,49,44,49
49,50,48,48
48,52,46,51
51,55,48,54
54,55,51,53
53,57,50,56
56,57,53,55
55,59,54,58
58,58,56,57
57,57,54,56
56,59,55,59
59,64,58,62
62,66,61,65
65,67,63,64
64,66,63,63
63,67,60,66
66,69,63,69
69,69,67,68
68,71,65,71
71,75,68,74
74,75,73,73
73,77,72,76
76,80,75,79
79,84,78,82
82,86,80,85
85,87,84,84
84,84,81,83
83,86,81,86
