Open,High,Low,Close
44,46,41,43
43,43,40,42
42,44,39,41
41,42,40,40
40,44,37,43
43,45,42,42
42,46,40,45
45,46,43,44
44,49,41,47
47,50,44,50
50,50,46,49
49,51,48,48
48,52,46,51
51,54,49,54
54,59,53,57
57,59,54,56
56,56,53,55
55,57,53,54
54,58,52,57
57,58,54,56
56,59,55,59
59,59,56,58
58,59,56,57
57,58,55,56
56,59,54,59
59,61,57,58
58,59,56,57
57,62,56,60
60,64,59,63
63,66,62,66
66,66,64,65
65,70,62,68
68,69,65,67
67,72,65,70
70,73,67,73
73,77,70,76
76,78,74,75
75,79,72,78
78,82,75,81
81,86,78,84
84,89,82,87
87,90,85,90
90,91,89,89
89,94,87,92
92,96,90,95
