Open,High,Low,Close
58,58,55,57
57,61,54,60
60,62,57,59
59,64,58,62
62,62,60,61
61,66,60,64
64,64,61,63
63,66,61,66
66,70,65,69
69,73,66,72
72,72,68,71
71,72,70,70
70,74,68,73
73,73,70,72
72,74,70,71
71,73,70,70
70,72,69,69
69,72,67,72
72,72,68,71
71,75,69,74
74,76,73,73
73,77,72,76
76,81,73,79
79,84,76,82
82,85,80,85
85,86,84,84
84,87,81,87
87,88,86,86
86,90,84,89
89,93,86,92
92,92,88,91
91,96,88,94
94,94,91,93
93,96,92,96
96,98,95,95
95,100,94,98
98,99,96,97
97,100,94,100
100,105,98,103
103,106,102,106
106,107,104,105
105,108,104,108
108,109,107,107
107,107,105,106
106,109,103,109
