Open,High,Low,Close
21,26,18,24
24,26,22,23
23,28,22,26
26,28,24,25
25,26,22,24
24,27,21,27
27,29,26,26
26,30,25,29
29,32,26,32
32,37,29,35
35,40,33,38
38,41,35,41
41,45,40,44
44,44,40,43
43,44,42,42
42,47,41,45
45,47,44,44
44,45,41,43
43,48,41,46
46,51,43,49
49,53,47,52
52,56,51,55
55,58,54,58
58,61,55,61
61,63,59,60
60,62,59,59
59,59,56,58
58,58,56,57
57,57,53,56
56,61,54,59
59,63,57,62
62,63,61,61
61,62,59,60
60,60,58,59
59,60,56,58
58,58,55,57
57,58,54,56
56,56,54,55
55,59,53,58
58,62,56,61
61,66,60,64
64,64,62,63
63,64,61,62
62,65,61,65
65,66,63,64
