Open,High,Low,Close
51,51,49,50
50,55,49,53
53,53,51,52
52,53,49,51
51,54,49,54
54,56,52,53
53,58,51,56
56,58,54,55
55,59,53,58
58,59,55,57
57,58,54,56
56,57,54,55
55,58,53,58
58,58,55,57
57,62,54,60
60,65,58,63
63,63,60,62
62,66,60,65
65,68,62,68
68,71,67,71
71,72,69,70
70,72,67,69
69,73,67,72
72,75,71,75
75,79,74,78
78,80,77,77
77,81,75,80
80,84,77,83
83,85,81,82
82,85,80,85
85,88,82,88
88,89,86,87
87,91,85,90
90,94,87,93
93,95,90,92
92,94,90,91
91,96,90,94
94,94,91,93
93,94,90,92
92,92,89,91
91,93,89,90
90,90,86,89
89,91,87,88
88,89,85,87
87,92,86,90
