Open,High,Low,Close
61,62,58,60
60,64,57,63
63,66,62,66
66,68,63,65
65,70,62,68
68,69,66,67
67,69,64,66
66,68,64,65
65,66,63,64
64,64,60,63
63,64,62,62
62,66,61,65
65,65,62,64
64,69,61,67
67,67,64,66
66,69,63,69
69,73,66,72
72,73,71,71
71,72,69,70
70,71,69,69
69,71,68,68
68,70,66,67
67,68,64,66
66,66,63,65
65,65,63,64
64,65,62,63
63,67,62,66
66,71,64,69
69,73,68,72
72,76,70,75
75,76,74,74
74,77,71,77
77,82,74,80
80,81,79,79
79,83,77,82
82,86,80,85
85,87,84,84
84,87,82,87
87,91,85,90
90,94,89,93
93,96,91,96
96,100,95,99
99,104,96,102
102,104,100,101
101,103,99,100
