Open,High,Low,Close
50,52,47,49
49,52,48,52
52,53,50,51
51,51,47,50
50,54,47,53
53,58,50,56
56,56,52,55
55,59,53,58
58,60,57,57
57,57,53,56
56,61,53,59
59,64,58,62
62,67,61,65
65,66,63,64
64,67,63,67
67,70,65,70
70,75,68,73
73,78,71,76
76,81,74,79
79,80,76,78
78,78,76,77
77,82,74,80
80,81,79,79
79,79,75,78
78,79,76,77
77,80,76,80
80,81,77,79
79,80,78,78
78,82,77,81
81,84,78,84
84,86,82,83
83,88,81,86
86,88,85,85
85,89,84,88
88,88,86,87
87,91,84,90
90,93,88,93
93,94,92,92
92,94,91,91
91,96,88,94
94,99,93,97
97,100,94,100
100,100,98,99
99,102,97,102
102,107,101,105
