Open,High,Low,Close
37,38,34,36
36,40,35,39
39,40,36,38
38,42,35,41
41,41,39,40
40,44,38,43
43,47,42,46
46,46,44,45
45,50,44,48
48,53,47,51
51,54,49,54
54,57,52,57
57,58,54,56
56,56,54,55
55,56,54,54
54,58,52,57
57,58,55,56
56,61,55,59
59,59,55,58
58,60,56,57
57,62,54,60
60,61,58,59
59,60,58,58
58,61,57,61
61,64,58,64
64,69,62,67
67,72,66,70
70,74,69,73
73,74,71,72
72,76,71,75
75,78,72,78
78,78,76,77
77,77,73,76
76,81,75,79
79,79,77,78
78,83,75,81
81,81,79,80
80,85,77,83
83,86,82,86
86,91,84,89
89,90,87,88
88,92,85,91
91,96,89,94
94,97,92,97
97,98,96,96
