Open,High,Low,Close
82,87,81,85
85,90,82,88
88,91,87,91
91,91,89,90
90,93,89,93
93,95,92,92
92,96,89,95
95,98,92,98
98,98,94,97
97,97,93,96
96,101,94,99
99,102,96,102
102,103,100,101
101,106,99,104
104,109,103,107
107,107,105,106
106,110,104,109
109,109,106,108
108,109,106,107
107,109,104,106
106,108,103,105
105,106,102,104
104,107,103,107
107,112,106,110
110,114,109,113
113,118,111,116
116,120,115,119
119,123,116,122
122,125,120,125
125,129,124,128
128,129,126,127
127,129,124,126
126,129,124,129
129,134,128,132
132,134,129,131
131,135,130,134
134,138,131,137
137,142,134,140
140,142,137,139
139,141,138,138
138,141,135,141
141,144,140,144
144,146,141,143
143,147,140,146
146,150,144,149
