Open,High,Low,Close
77,78,76,76
76,79,73,79
79,81,76,78
78,81,77,81
81,84,78,84
84,87,81,87
87,88,86,86
86,90,84,89
89,93,88,92
92,95,91,95
95,95,92,94
94,98,92,97
97,97,93,96
96,98,93,95
95,99,93,98
98,99,97,97
97,100,94,100
100,100,97,99
99,100,97,98
98,101,96,101
101,103,100,100
100,101,99,99
99,104,96,102
102,103,101,101
101,101,97,100
100,104,99,103
103,104,101,102
102,105,99,105
105,106,104,104
104,105,103,103
103,106,102,106
106,106,102,105
105,105,101,104
104,106,103,103
103,108,102,106
106,108,104,105
105,108,104,108
108,108,105,107
107,108,105,106
106,111,103,109
109,110,107,108
108,112,107,111
111,114,109,114
114,117,113,117
117,121,116,120
