Open,High,Low,Close
60,60,56,59
59,62,58,62
62,67,60,65
65,69,62,68
68,69,67,67
67,70,65,70
70,75,67,73
73,76,70,76
76,80,73,79
79,81,76,78
78,81,76,81
81,84,80,84
84,86,83,83
83,83,80,82
82,83,80,81
81,82,79,80
80,80,77,79
79,84,76,82
82,82,79,81
81,85,79,84
84,86,83,83
83,86,81,86
86,88,83,85
85,85,81,84
84,89,83,87
87,88,84,86
86,89,84,89
89,90,86,88
88,89,86,87
87,89,84,86
86,91,84,89
89,90,88,88
88,93,86,91
91,96,89,94
94,99,91,97
97,100,95,100
100,100,98,99
99,103,97,102
102,102,100,101
101,101,97,100
100,105,99,103
103,107,102,106
106,107,105,105
105,106,103,104
104,105,103,103
