Open,High,Low,Close
7,10,5,10
10,14,9,13
13,15,10,12
12,12,9,11
11,11,8,10
10,15,8,13
13,13,10,12
12,15,11,15
15,18,14,18
18,19,16,17
17,22,14,20
20,21,19,19
19,20,17,18
18,23,15,21
21,26,20,24
24,29,22,27
27,27,23,26
26,26,24,25
25,30,23,28
28,28,25,27
27,31,26,30
30,33,29,33
33,34,30,32
32,34,29,31
31,31,29,30
30,33,29,33
33,34,31,32
32,34,30,31
31,33,28,30
30,30,26,29
29,33,28,32
32,33,30,31
31,31,27,30
30,35,29,33
33,37,32,36
36,40,33,39
39,42,38,42
42,46,41,45
45,50,44,48
48,53,47,51
51,55,50,54
54,55,53,53
53,57,52,56
56,60,55,59
59,63,57,62
