Open,High,Low,Close
17,19,14,16
16,20,14,19
19,19,16,18
18,19,15,17
17,17,14,16
16,20,15,19
19,23,17,22
22,23,21,21
21,24,19,24
24,29,21,27
27,30,24,30
30,34,29,33
33,35,31,32
32,35,31,35
35,39,34,38
38,40,37,37
37,40,36,40
40,41,39,39
39,42,36,42
42,44,39,41
41,43,39,40
40,40,38,39
39,43,37,42
42,46,40,45
45,47,44,44
44,46,41,43
43,43,39,42
42,44,41,41
41,46,39,44
44,46,43,43
43,43,39,42
42,43,41,41
41,41,39,40
40,45,37,43
43,45,42,42
42,44,41,41
41,44,39,44
44,49,41,47
47,50,45,50
50,51,47,49
49,54,46,52
52,52,49,51
51,55,48,54
54,57,52,57
57,57,53,56
