Open,High,Low,Close
44,49,42,47
47,51,46,50
50,53,48,53
53,58,50,56
56,57,54,55
55,55,53,54
54,54,52,53
53,55,50,52
52,57,49,55
55,57,53,54
54,57,51,57
57,60,56,60
60,65,58,63
63,66,61,66
66,67,65,65
65,66,62,64
64,64,62,63
63,66,62,66
66,68,65,65
65,69,64,68
68,70,67,67
67,70,64,70
70,75,67,73
73,78,71,76
76,80,73,79
79,83,76,82
82,87,80,85
85,85,81,84
84,86,81,83
83,86,82,86
86,88,84,85
85,88,83,88
88,90,85,87
87,87,83,86
86,87,83,85
85,85,83,84
84,89,82,87
87,91,85,90
90,95,88,93
93,95,92,92
92,95,89,95
95,97,92,94
94,99,92,97
97,100,96,100
100,101,99,99
