Open,High,Low,Close
62,67,59,65
65,67,63,64
64,65,61,63
63,63,60,62
62,64,59,61
61,64,58,64
64,68,61,67
67,72,65,70
70,71,69,69
69,69,66,68
68,68,64,67
67,70,66,70
70,75,67,73
73,73,71,72
72,74,69,71
71,72,70,70
70,73,67,73
73,78,71,76
76,76,73,75
75,78,73,78
78,82,77,81
81,84,78,84
84,86,83,83
83,85,81,82
82,84,79,81
81,81,77,80
80,85,77,83
83,87,81,86
86,90,85,89
89,92,87,92
92,93,90,91
91,94,89,94
94,94,90,93
93,96,91,96
96,96,93,95
95,98,92,98
98,100,95,97
97,99,96,96
96,96,93,95
95,95,91,94
94,95,92,93
93,95,91,92
92,94,89,91
91,92,88,90
90,92,89,89
