Open,High,Low,Close
91,96,89,94
94,95,91,93
93,96,90,96
96,96,93,95
95,95,91,94
94,95,92,93
93,97,90,96
96,97,94,95
95,95,91,94
94,97,91,97
97,101,95,100
100,105,98,103
103,107,100,106
106,111,103,109
109,112,106,112
112,114,111,111
111,112,109,110
110,111,109,109
109,112,106,112
112,117,109,115
115,116,112,114
114,114,110,113
113,113,111,112
112,112,110,111
111,112,110,110
110,111,109,109
109,112,106,112
112,117,109,115
115,117,114,114
114,119,111,117
117,122,115,120
120,125,119,123
123,125,120,122
122,127,121,125
125,128,123,128
128,128,124,127
127,127,124,126
126,129,125,129
129,131,127,128
128,131,126,131
131,133,128,130
130,130,127,129
129,133,126,132
132,136,129,135
135,136,132,134
