Open,High,Low,Close
86,91,83,89
89,89,85,88
88,88,86,87
87,88,86,86
86,90,84,89
89,89,86,88
88,90,87,87
87,90,86,90
90,93,88,93
93,93,90,92
92,95,89,95
95,97,94,94
94,98,91,97
97,100,96,100
100,101,98,99
99,104,98,102
102,106,100,105
105,105,102,104
104,106,101,103
103,103,99,102
102,104,100,101
101,102,98,100
100,103,99,103
103,107,101,106
106,111,104,109
109,114,107,112
112,112,110,111
111,111,107,110
110,114,109,113
113,117,111,116
116,116,112,115
115,120,113,118
118,118,116,117
117,122,116,120
120,121,118,119
119,119,116,118
118,119,115,117
117,120,115,120
120,122,119,119
119,119,116,118
118,121,116,121
121,123,119,120
120,120,118,119
119,124,116,122
122,122,118,121
