Open,High,Low,Close
89,89,86,88
88,88,86,87
87,90,84,90
90,93,87,93
93,96,90,96
96,99,95,99
99,100,97,98
98,98,96,97
97,101,94,100
100,102,97,99
99,104,98,102
102,102,100,101
101,105,99,104
104,104,101,103
103,108,102,106
106,111,105,109
109,112,108,112
112,116,110,115
115,120,114,118
118,121,115,121
121,121,118,120
120,124,119,123
123,124,122,122
122,122,120,121
121,126,119,124
124,127,123,127
127,131,126,130
130,132,128,129
129,129,127,128
128,128,126,127
127,129,125,126
126,127,124,125
125,128,124,128
128,132,127,131
131,134,129,134
134,134,131,133
133,136,132,136
136,136,133,135
135,138,132,138
138,141,135,141
141,146,139,144
144,146,143,143
143,144,140,142
142,147,139,145
145,148,142,148
