Open,High,Low,Close
86,90,83,89
89,89,86,88
88,89,87,87
87,87,83,86
86,87,84,85
85,90,84,88
88,90,86,87
87,89,85,86
86,89,84,89
89,94,88,92
92,97,90,95
95,97,94,94
94,99,92,97
97,102,95,100
100,100,98,99
99,99,95,98
98,101,95,101
101,102,99,100
100,104,99,103
103,105,101,102
102,103,101,101
101,102,98,100
100,105,98,103
103,108,102,106
106,109,105,109
109,111,106,108
108,110,105,107
107,110,105,110
110,114,108,113
113,116,110,116
116,120,114,119
119,121,116,118
118,120,117,117
117,122,114,120
120,123,119,123
123,125,122,122
122,125,120,125
125,126,124,124
124,128,122,127
127,129,125,126
126,127,123,125
125,130,122,128
128,131,127,131
131,133,129,130
130,135,129,133
