Open,High,Low,Close
15,16,12,14
14,19,11,17
17,17,14,16
16,18,13,15
15,17,13,14
14,19,12,17
17,21,15,20
20,21,19,19
19,24,18,22
22,22,19,21
21,26,19,24
24,25,21,23
23,27,22,26
26,31,25,29
29,31,27,28
28,33,25,31
31,31,27,30
30,35,27,33
33,33,30,32
32,32,29,31
31,33,28,30
30,34,29,33
33,33,30,32
32,35,31,35
35,37,33,34
34,34,31,33
33,36,30,36
36,39,33,39
39,42,36,42
42,47,40,45
45,50,43,48
48,49,46,47
47,50,46,50
50,54,47,53
53,55,50,52
52,54,50,51
51,51,47,50
50,52,49,49
49,49,45,48
48,53,46,51
51,54,50,54
54,58,51,57
57,60,55,60
60,62,58,59
59,62,56,62
