Open,High,Low,Close
49,51,46,48
48,52,47,51
51,55,48,54
54,56,51,53
53,58,51,56
56,57,55,55
55,59,53,58
58,62,57,61
61,65,58,64
64,66,62,63
63,63,60,62
62,67,60,65
65,66,62,64
64,65,61,63
63,65,61,62
62,66,61,65
65,66,62,64
64,64,61,63
63,65,61,62
62,62,60,61
61,65,58,64
64,68,61,67
67,72,65,70
70,73,69,73
73,74,70,72
72,75,69,75
75,80,73,78
78,83,75,81
81,85,79,84
84,87,81,87
87,89,86,86
86,89,84,89
89,89,85,88
88,90,87,87
87,87,85,86
86,89,84,89
89,93,88,92
92,92,90,91
91,95,88,94
94,98,93,97
97,98,94,96
96,97,93,95
95,96,93,94
94,98,91,97
97,97,94,96
