Open,High,Low,Close
64,65,63,63
63,64,61,62
62,66,59,65
65,70,63,68
68,70,67,67
67,69,66,66
66,68,64,65
65,66,62,64
64,65,61,63
63,67,60,66
66,69,63,69
69,72,67,72
72,73,71,71
71,73,68,70
70,70,67,69
69,72,66,72
72,77,71,75
75,77,74,74
74,74,70,73
73,75,70,72
72,76,71,75
75,76,72,74
74,76,73,73
73,73,70,72
72,75,69,75
75,80,72,78
78,78,74,77
77,79,75,76
76,81,73,79
79,80,76,78
78,82,75,81
81,81,79,80
80,84,78,83
83,84,82,82
82,84,81,81
81,81,77,80
80,80,78,79
79,83,78,82
82,82,80,81
81,83,80,80
80,83,77,83
83,86,80,86
86,88,83,85
85,90,84,88
88,91,87,91
