Open,High,Low,Close
53,55,50,52
52,52,50,51
51,51,48,50
50,52,49,49
49,54,46,52
52,55,49,55
55,56,53,54
54,58,52,57
57,58,54,56
56,58,54,55
55,56,52,54
54,55,52,53
53,57,52,56
56,59,55,59
59,60,56,58
58,63,55,61
61,66,59,64
64,65,61,63
63,64,61,62
62,66,59,65
65,65,62,64
64,68,61,67
67,71,66,70
70,71,67,69
69,69,66,68
68,70,67,67
67,70,66,70
70,75,68,73
73,78,72,76
76,77,74,75
75,75,71,74
74,74,71,73
73,74,72,72
72,76,70,75
75,75,71,74
74,78,72,77
77,78,76,76
76,78,74,75
75,80,72,78
78,81,76,81
81,81,78,80
80,82,79,79
79,79,75,78
78,83,75,81
81,84,78,84
