Open,High,Low,Close
85,87,84,84
84,88,82,87
87,87,84,86
86,86,83,85
85,89,82,88
88,90,85,87
87,92,85,90
90,90,88,89
89,89,86,88
88,91,87,91
91,92,88,90
90,90,87,89
89,92,86,92
92,97,90,95
95,95,93,94
94,95,92,93
93,96,92,96
96,98,93,95
95,95,91,94
94,99,91,97
97,98,96,96
96,97,95,95
95,96,93,94
94,97,91,97
97,100,94,100
100,100,96,99
99,101,98,98
98,99,97,97
97,97,94,96
96,96,94,95
95,98,94,98
98,103,97,101
101,101,97,100
100,100,96,99
99,104,98,102
102,104,99,101
101,103,98,100
100,100,97,99
99,101,97,98
98,102,96,101
101,101,97,100
100,105,98,103
103,103,100,102
102,103,99,101
101,101,97,100
