Open,High,Low,Close
49,53,48,52
52,57,51,55
55,56,52,54
54,58,51,57
57,59,56,56
56,58,53,55
55,57,53,54
54,58,51,57
57,61,54,60
60,61,58,59
59,59,57,58
58,61,56,61
61,63,60,60
60,64,59,63
63,66,60,66
66,70,63,69
69,71,66,68
68,71,66,71
71,75,69,74
74,77,73,77
77,80,76,80
80,80,78,79
79,80,77,78
78,83,76,81
81,81,78,80
80,85,79,83
83,88,82,86
86,88,85,85
85,88,83,88
88,90,87,87
87,89,86,86
86,88,84,85
85,90,82,88
88,91,85,91
91,94,89,94
94,96,92,93
93,97,92,96
96,100,93,99
99,101,98,98
98,99,96,97
97,99,96,96
96,101,93,99
99,102,97,102
102,102,98,101
101,104,99,104
