Open,High,Low,Close
81,84,79,84
84,87,82,87
87,89,84,86
86,88,85,85
85,88,82,88
88,93,86,91
91,92,88,90
90,95,87,93
93,95,90,92
92,93,90,91
91,92,88,90
90,93,89,93
93,96,92,96
96,96,92,95
95,97,92,94
94,99,93,97
97,102,96,100
100,105,98,103
103,108,100,106
106,109,103,109
109,111,106,108
108,110,105,107
107,112,104,110
110,110,108,109
109,112,108,112
112,116,111,115
115,117,112,114
114,118,112,117
117,119,116,116
116,121,115,119
119,122,116,122
122,127,119,125
125,126,122,124
124,124,122,123
123,125,120,122
122,126,121,125
125,126,123,124
124,126,122,123
123,123,120,122
122,126,120,125
125,128,124,128
128,131,127,131
131,136,130,134
134,134,131,133
133,136,130,136
