Open,High,Low,Close
82,84,81,81
81,83,78,80
80,81,79,79
79,82,78,82
82,86,81,85
85,85,81,84
84,89,81,87
87,87,83,86
86,89,85,89
89,92,86,92
92,94,90,91
91,93,88,90
90,92,87,89
89,94,86,92
92,95,89,95
95,95,92,94
94,97,93,97
97,98,95,96
96,97,94,95
95,96,92,94
94,96,92,93
93,94,91,92
92,97,91,95
95,95,93,94
94,95,92,93
93,97,92,96
96,97,95,95
95,99,94,98
98,101,95,101
101,106,100,104
104,104,102,103
103,104,101,102
102,107,101,105
105,109,103,108
108,109,107,107
107,109,104,106
106,108,103,105
105,108,102,108
108,109,107,107
107,110,105,110
110,115,107,113
113,118,111,116
116,120,115,119
119,119,115,118
118,121,116,121
