Open,High,Low,Close
16,19,14,19
19,20,17,18
18,21,15,21
21,22,19,20
20,23,19,23
23,25,20,22
22,25,20,25
25,25,23,24
24,28,23,27
27,28,26,26
26,26,23,25
25,30,22,28
28,30,25,27
27,31,24,30
30,32,29,29
29,31,28,28
28,31,27,31
31,33,30,30
30,34,29,33
33,38,30,36
36,38,34,35
35,40,33,38
38,41,36,41
41,42,39,40
40,44,39,43
43,48,42,46
46,47,45,45
45,48,44,48
48,52,46,51
51,55,48,54
54,56,53,53
53,58,50,56
56,56,52,55
55,60,54,58
58,60,56,57
57,62,55,60
60,61,59,59
59,64,56,62
62,64,61,61
61,66,60,64
64,64,61,63
63,68,62,66
66,68,64,65
65,66,63,64
64,66,63,63
