,Open,High,Low,Close,gm_week,gm_2_weeks,gm_3_weeks,gm_4_weeks,gm_5_weeks,gm_6_weeks,pr_week,pr_2_weeks,pr_3_weeks,pr_4_weeks,pr_5_weeks,pr_6_weeks
2019-09-16,35.29059831863452,37.50327018319459,33.75213265400698,34.45953539231489,-0.1520326035305941,0.19534204027980007,0.9066949811030511,1.3368644135101526,1.3285992528666135,0.8668608040974357,0.5714285714285714,0.42857142857142855,0.3333333333333333,0.35714285714285715,0.45714285714285713,0.47619047619047616
2019-09-17,34.45953539231489,36.75078403103852,32.932448365791146,35.15835937564278,2.0523099026421576,2.3729052473700163,3.0272894348631674,3.581454160213249,3.727445637909632,3.2500607693175976,0.5714285714285714,0.42857142857142855,0.3333333333333333,0.35714285714285715,0.45714285714285713,0.4523809523809524
2019-09-18,35.15835937564278,37.3828272687622,34.552646760105404,34.56547139204809,0.30782002764986327,0.48006830245252985,1.0741207216501625,1.5936081487438525,1.7225003548945184,1.2451392266040973,0.5714285714285714,0.42857142857142855,0.3333333333333333,0.35714285714285715,0.45714285714285713,0.4523809523809524
2019-09-19,34.56547139204809,35.43647340643846,33.11814434134175,35.351829215464626,1.7833234929270247,2.0810449039605716,2.726126414506025,3.274944177348438,3.418299083902876,2.9409178758758037,0.5714285714285714,0.42857142857142855,0.3333333333333333,0.35714285714285715,0.45714285714285713,0.4523809523809524
2019-09-20,35.351829215464626,35.635955316866465,34.25028144242293,35.26847480819105,-0.16295286836057743,-0.030737946989434217,0.5470331731940448,1.0571624880051589,1.1814402371156163,0.704085515449071,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-09-21,35.26847480819105,37.02086138797281,32.3288399082663,34.37795405336522,0.03924132006460912,0.18865033114574548,0.7734141734433875,1.2875627424090874,1.4138223736630762,0.9364649003892778,0.5714285714285714,0.42857142857142855,0.3333333333333333,0.35714285714285715,0.45714285714285713,0.4523809523809524
2019-09-22,34.37795405336522,36.59500107573052,32.37368320345017,34.03947231907753,2.260586299031786,2.598892949271847,3.26048020711156,3.818785089891552,3.9668180667732145,3.489430363802737,0.5714285714285714,0.42857142857142855,0.3333333333333333,0.35714285714285715,0.45714285714285713,0.4523809523809524
2019-09-23,34.03947231907753,36.11094253171473,31.124673694066978,35.00931613483101,3.1353909074485875,3.548088760685042,4.239930426816496,4.815624840345278,4.972232542573973,4.494832934618831,0.5714285714285714,0.42857142857142855,0.3333333333333333,0.35714285714285715,0.45714285714285713,0.4523809523809524
2019-09-24,35.00931613483101,38.72244146682024,33.105915072498576,35.96934699427261,0.6740372188641208,0.8774276906217349,1.4841454345328797,2.010912595919301,2.143394417170108,1.6660283051266989,0.5714285714285714,0.42857142857142855,0.3333333333333333,0.35714285714285715,0.45714285714285713,0.4523809523809524
2019-09-25,35.96934699427261,38.08100424765892,34.0901896332278,36.960894038242884,-1.6316887072817199,-1.6243714200679493,-1.0973953383603963,-0.6164618311468084,-0.5065804470131607,-0.9839151810418612,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-09-26,36.960894038242884,39.71958398725986,36.30682267585138,37.72438468545732,-3.887366030059003,-4.071865918930662,-3.622900609047086,-3.1868058804434662,-3.0990343632770423,-3.5763384003892673,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-09-27,37.72438468545732,40.63229258930418,36.72074975455247,37.49441242327083,-5.543432481246413,-5.868760132524042,-5.477068538497054,-5.073893410679597,-5.0023544497192045,-5.479635949860818,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-09-28,37.49441242327083,39.87773741860553,35.57909304026783,38.19604883647023,-5.051703946570651,-5.33521622914741,-4.926518602329044,-4.513568802097289,-4.437209979547685,-4.914498171492965,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-09-29,38.19604883647023,40.69286700495702,35.69186991713976,38.89321222395496,-6.533422770242925,-6.942936727633475,-6.585483145295057,-6.201987230876638,-6.140152030896373,-6.617420058521828,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-09-30,38.89321222395496,41.45847039252183,37.95873102254895,38.44384078689946,-7.952744946980827,-8.482954523885821,-8.17458704856997,-7.819304687666673,-7.771381506127339,-8.248630218572439,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-01,38.44384078689946,41.37415213552197,38.23202851950868,37.498507275332415,-7.0437875013407485,-7.496701603115541,-7.156898571315818,-6.783547783133748,-6.7267151144089095,-7.203976196615636,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-02,37.498507275332415,41.02100907347052,35.66450093913622,38.213143622991595,-5.060512332910383,-5.344773658702007,-4.9363806627854,-4.52360595731609,-4.447333473467574,-4.9246215455418625,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-03,38.213143622991595,38.99136366409331,36.27470323327432,38.77246484636929,-6.568844612579672,-6.981370755135263,-6.625142208502199,-6.242350416136377,-6.180862416623977,-6.6581299622029295,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-04,38.77246484636929,39.65614072833312,37.21825887988858,39.4980108605781,-7.710575609491488,-8.220191709668844,-7.903449004111107,-7.543352755512023,-7.493055860418307,-7.970307868481896,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-05,39.4980108605781,39.538693019425615,38.829712968153444,39.00606008603143,-9.143439688642363,-9.774902977955158,-9.50771471513827,-9.176101208540633,-9.139849067921457,-9.61708157651654,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-06,39.00606008603143,39.047063485686444,36.370814248640464,37.99894750016785,-8.177715723521906,-8.727056254407827,-8.426469211044086,-8.07565886160323,-8.029940815475179,-8.507186466352435,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-07,37.99894750016785,40.45334098130917,36.22300691828855,38.177313631977746,-6.122709976269425,-6.497297941574731,-6.1256401901681805,-5.733980049485998,-5.668119094073088,-6.14539271098038,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-08,38.177313631977746,40.15313499411058,37.92481812683639,39.02089292861983,-6.494565409207819,-6.900775033488027,-6.541977600814819,-6.157709272456168,-6.095493197483492,-6.572761753908507,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-09,39.02089292861983,40.1427252671448,38.07719435059171,38.037100477029426,-8.207189363185163,-8.759036258909747,-8.459468537483328,-8.109244070602163,-8.06381492140339,-8.54106017118167,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-10,38.037100477029426,39.67413267817012,37.119545530194415,38.61202135726208,-6.202544020122014,-6.583920873488869,-6.21502411777789,-5.824950933253703,-5.759872501152596,-6.237145031619518,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-11,38.61202135726208,41.09405289240482,35.71629897637773,39.19789285979287,-7.386448900435716,-7.868502073328621,-7.540549708265553,-7.174010407904497,-7.12053646335189,-7.597792882370202,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-12,39.19789285979287,40.05822657533002,38.08461279776397,39.72471395514497,-8.5571763068364,-9.138785219725442,-8.851321513056265,-8.508054152550336,-8.466055531595252,-8.94329601849373,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-13,39.72471395514497,39.876940290328484,38.79702820431562,39.4231677759299,-9.580418234723709,-10.249041090200006,-9.996965376197664,-9.674038211430581,-9.642069279860754,-10.119295841730292,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-14,39.4231677759299,39.68127283013992,36.735385594253685,39.6671540086432,-8.998073432352294,-9.617175137630852,-9.344959500669692,-9.01045637625425,-8.972779373773987,-9.450013860620022,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-15,39.6671540086432,40.78409600836075,38.077091011059466,38.899672297565935,-9.469942415406251,-10.129170682625976,-9.873274251960918,-9.548151028052699,-9.515099226320755,-9.992327291626534,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-16,38.899672297565935,41.379911794336316,36.40282491699898,38.38219312007896,-7.965658816116184,-8.496966556257956,-8.18904569663854,-7.834020040057843,-7.786223438648476,-8.263471975352143,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-17,38.38219312007896,39.30773120001664,38.325129596874994,37.44483885728023,-6.917430660623969,-7.359599691674045,-7.015426710959205,-6.639564177701929,-6.58149297502969,-7.058755776793246,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-18,37.44483885728023,39.38411049251058,35.0498365592883,37.64002200057106,-4.9449140139053105,-5.219345146837407,-4.806954276758512,-4.391881686134614,-4.314476122022803,-4.7917657672440495,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-19,37.64002200057106,38.70954636927369,35.77768022421973,38.31031398557927,-5.363745327284086,-5.673792830952018,-5.275886902354266,-4.86913991945177,-4.795839687484326,-5.273123632940935,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
